Timestamp,Image,Model_Source,Evidence_Type,Confidence_Score,Confidence_Text,Visualized,Coords
2026-01-16T22:30:57.836378,scene_13,Custom_Model,Gun,0.02312988042831421,2.31%,NO,"[997, 649, 1055, 717]"
2026-01-16T22:30:57.836386,scene_13,Custom_Model,Gun,0.023092828691005707,2.31%,NO,"[132, 165, 486, 451]"
2026-01-16T22:30:57.836390,scene_13,Custom_Model,Gun,0.02262391708791256,2.26%,NO,"[533, 153, 762, 348]"
2026-01-16T22:30:57.836393,scene_13,Custom_Model,Gun,0.022493043914437294,2.25%,NO,"[1296, 252, 1536, 443]"
2026-01-16T22:30:57.835862,scene_13,Standard_Model,Cell Phone,0.02176881954073906,2.18%,NO,"[1501, 442, 1534, 462]"
2026-01-16T22:30:57.836397,scene_13,Custom_Model,Gun,0.021205006167292595,2.12%,NO,"[1, 152, 194, 347]"
2026-01-16T22:30:57.835865,scene_13,Standard_Model,Bottle,0.019820483401417732,1.98%,NO,"[1272, 312, 1293, 345]"
2026-01-16T22:30:57.836401,scene_13,Custom_Model,Gun,0.01978577859699726,1.98%,NO,"[1285, 307, 1357, 358]"
2026-01-16T22:30:57.835879,scene_13,Standard_Model,Knife,0.019623614847660065,1.96%,NO,"[199, 298, 345, 357]"
2026-01-16T22:30:57.836404,scene_13,Custom_Model,Gun,0.019423188641667366,1.94%,NO,"[596, 90, 657, 157]"
2026-01-16T22:30:57.835884,scene_13,Standard_Model,Knife,0.019331734627485275,1.93%,NO,"[182, 711, 336, 781]"
2026-01-16T22:30:57.836408,scene_13,Custom_Model,Gun,0.019292742013931274,1.93%,NO,"[676, 257, 760, 314]"
2026-01-16T22:30:57.835887,scene_13,Standard_Model,Person,0.019192790612578392,1.92%,NO,"[201, 0, 315, 46]"
2026-01-16T22:30:57.836411,scene_13,Custom_Model,Gun,0.018702326342463493,1.87%,NO,"[20, 764, 62, 791]"
2026-01-16T22:30:57.835892,scene_13,Standard_Model,Scissors,0.018145471811294556,1.81%,NO,"[46, 686, 171, 715]"
2026-01-16T22:30:57.836416,scene_13,Custom_Model,Gun,0.017740312963724136,1.77%,NO,"[1446, 111, 1536, 232]"
2026-01-16T22:30:57.836419,scene_13,Custom_Model,Gun,0.01736084558069706,1.74%,NO,"[442, 282, 477, 305]"
2026-01-16T22:30:57.836427,scene_13,Custom_Model,Gun,0.016511552035808563,1.65%,NO,"[649, 230, 762, 343]"
2026-01-16T22:30:57.836432,scene_13,Custom_Model,Gun,0.01609683968126774,1.61%,NO,"[138, 45, 446, 291]"
2026-01-16T22:30:57.836435,scene_13,Custom_Model,Gun,0.01594480313360691,1.59%,NO,"[1506, 602, 1535, 862]"
2026-01-16T22:30:57.836438,scene_13,Custom_Model,Gun,0.0158302653580904,1.58%,NO,"[563, 269, 619, 321]"
2026-01-16T22:30:57.836442,scene_13,Custom_Model,Gun,0.015581643208861351,1.56%,NO,"[588, 260, 635, 306]"
2026-01-16T22:30:57.836445,scene_13,Custom_Model,Gun,0.015537352301180363,1.55%,NO,"[963, 660, 1022, 713]"
2026-01-16T22:30:57.836448,scene_13,Custom_Model,Gun,0.015217620879411697,1.52%,NO,"[361, 267, 411, 299]"
2026-01-16T22:30:57.836451,scene_13,Custom_Model,Gun,0.014711490832269192,1.47%,NO,"[156, 200, 227, 255]"
2026-01-16T22:30:57.836455,scene_13,Custom_Model,Gun,0.014476682990789413,1.45%,NO,"[824, 219, 1043, 464]"
2026-01-16T22:30:57.836458,scene_13,Custom_Model,Gun,0.014145448803901672,1.41%,NO,"[174, 185, 261, 258]"
2026-01-16T22:30:57.835895,scene_13,Standard_Model,Cup,0.014128967188298702,1.41%,NO,"[596, 225, 630, 266]"
2026-01-16T22:30:57.836461,scene_13,Custom_Model,Gun,0.014080211520195007,1.41%,NO,"[246, 59, 669, 378]"
2026-01-16T22:30:57.835899,scene_13,Standard_Model,Wine Glass,0.013984709978103638,1.40%,NO,"[209, 339, 267, 397]"
2026-01-16T22:30:57.836465,scene_13,Custom_Model,Gun,0.013895411975681782,1.39%,NO,"[365, 66, 448, 130]"
2026-01-16T22:30:57.836468,scene_13,Custom_Model,Gun,0.01342623308300972,1.34%,NO,"[184, 237, 210, 256]"
2026-01-16T22:30:57.835903,scene_13,Standard_Model,Cell Phone,0.01320707704871893,1.32%,NO,"[382, 322, 411, 343]"
2026-01-16T22:30:57.835906,scene_13,Standard_Model,Person,0.013127260841429234,1.31%,NO,"[374, 76, 640, 128]"
2026-01-16T22:30:57.835910,scene_13,Standard_Model,Cell Phone,0.012833109125494957,1.28%,NO,"[1187, 441, 1222, 458]"
2026-01-16T22:30:57.835915,scene_13,Standard_Model,Laptop,0.012421656399965286,1.24%,NO,"[351, 610, 435, 633]"
2026-01-16T22:30:57.836471,scene_13,Custom_Model,Gun,0.012333265505731106,1.23%,NO,"[271, 225, 481, 378]"
2026-01-16T22:30:57.836474,scene_13,Custom_Model,Gun,0.0117151765152812,1.17%,NO,"[1454, 648, 1536, 772]"
2026-01-16T22:30:57.836477,scene_13,Custom_Model,Gun,0.01127641461789608,1.13%,NO,"[290, 237, 434, 300]"
2026-01-16T22:30:57.836481,scene_13,Custom_Model,Gun,0.011158373206853867,1.12%,NO,"[1292, 314, 1341, 349]"
2026-01-16T22:30:57.836484,scene_13,Custom_Model,Gun,0.010698455385863781,1.07%,NO,"[592, 81, 703, 225]"
2026-01-16T22:30:57.836489,scene_13,Custom_Model,Gun,0.010605961084365845,1.06%,NO,"[629, 92, 655, 115]"
2026-01-16T22:30:57.836493,scene_13,Custom_Model,Gun,0.010320658795535564,1.03%,NO,"[157, 195, 193, 251]"
2026-01-16T22:30:57.835918,scene_13,Standard_Model,Knife,0.010173734277486801,1.02%,NO,"[355, 611, 435, 633]"
2026-01-16T22:30:57.836496,scene_13,Custom_Model,Gun,0.010059911757707596,1.01%,NO,"[153, 164, 274, 292]"
2026-01-16T22:30:57.836499,scene_13,Custom_Model,Gun,0.010052036494016647,1.01%,NO,"[501, 1011, 514, 1022]"
2026-01-16T22:30:57.836507,scene_13,Custom_Model,Gun,0.010009090416133404,1.00%,NO,"[563, 271, 586, 299]"
2026-01-16T22:30:57.836511,scene_13,Custom_Model,Gun,0.009800701402127743,0.98%,NO,"[159, 830, 386, 974]"
2026-01-16T22:30:57.836514,scene_13,Custom_Model,Gun,0.009786967188119888,0.98%,NO,"[848, 324, 1109, 460]"
2026-01-16T22:30:57.836517,scene_13,Custom_Model,Gun,0.009748995304107666,0.97%,NO,"[19, 774, 60, 800]"
2026-01-16T22:30:57.835922,scene_13,Standard_Model,Scissors,0.009684043936431408,0.97%,NO,"[116, 714, 163, 736]"
2026-01-16T22:30:57.836521,scene_13,Custom_Model,Gun,0.009501053020358086,0.95%,NO,"[1189, 439, 1222, 458]"
2026-01-16T22:30:57.836524,scene_13,Custom_Model,Gun,0.009102348238229752,0.91%,NO,"[1272, 306, 1380, 385]"
2026-01-16T22:30:57.836528,scene_13,Custom_Model,Gun,0.008514877408742905,0.85%,NO,"[476, 0, 713, 154]"
2026-01-16T22:30:57.836531,scene_13,Custom_Model,Gun,0.008441817946732044,0.84%,NO,"[1010, 55, 1202, 297]"
2026-01-16T22:30:57.836535,scene_13,Custom_Model,Gun,0.008365508168935776,0.84%,NO,"[970, 627, 1140, 804]"
2026-01-16T22:30:57.836538,scene_13,Custom_Model,Gun,0.008096911944448948,0.81%,NO,"[520, 245, 733, 448]"
2026-01-16T22:30:57.836542,scene_13,Custom_Model,Gun,0.008067740127444267,0.81%,NO,"[1270, 306, 1324, 355]"
2026-01-16T22:30:57.836546,scene_13,Custom_Model,Gun,0.007889430969953537,0.79%,NO,"[380, 303, 449, 371]"
2026-01-16T22:30:57.836549,scene_13,Custom_Model,Gun,0.007884547114372253,0.79%,NO,"[564, 523, 590, 582]"
2026-01-16T22:30:57.836552,scene_13,Custom_Model,Gun,0.007775222882628441,0.78%,NO,"[87, 93, 352, 290]"
2026-01-16T22:30:57.836556,scene_13,Custom_Model,Gun,0.007743550464510918,0.77%,NO,"[959, 633, 1086, 759]"
2026-01-16T22:30:57.836563,scene_13,Custom_Model,Gun,0.007740872446447611,0.77%,NO,"[21, 265, 80, 444]"
2026-01-16T22:30:57.835925,scene_13,Standard_Model,Person,0.007613787893205881,0.76%,NO,"[0, 516, 45, 665]"
2026-01-16T22:30:57.836567,scene_13,Custom_Model,Gun,0.00750677939504385,0.75%,NO,"[357, 240, 484, 349]"
2026-01-16T22:30:57.836570,scene_13,Custom_Model,Gun,0.007388277444988489,0.74%,NO,"[213, 707, 294, 770]"
2026-01-16T22:30:57.836573,scene_13,Custom_Model,Gun,0.007315762806683779,0.73%,NO,"[1489, 640, 1536, 917]"
2026-01-16T22:30:57.836576,scene_13,Custom_Model,Gun,0.007264221552759409,0.73%,NO,"[1017, 80, 1100, 135]"
2026-01-16T22:30:57.835929,scene_13,Standard_Model,Scissors,0.007204069755971432,0.72%,NO,"[74, 745, 126, 772]"
2026-01-16T22:30:57.836580,scene_13,Custom_Model,Gun,0.007092337589710951,0.71%,NO,"[999, 687, 1049, 724]"
2026-01-16T22:30:57.836583,scene_13,Custom_Model,Gun,0.007080751936882734,0.71%,NO,"[582, 239, 659, 310]"
2026-01-16T22:30:57.836586,scene_13,Custom_Model,Gun,0.006977730896323919,0.70%,NO,"[656, 229, 713, 260]"
2026-01-16T22:30:57.836590,scene_13,Custom_Model,Gun,0.006969904527068138,0.70%,NO,"[586, 318, 724, 453]"
2026-01-16T22:30:57.836593,scene_13,Custom_Model,Gun,0.006945502012968063,0.69%,NO,"[784, 355, 1021, 522]"
2026-01-16T22:30:57.835933,scene_13,Standard_Model,Cell Phone,0.006926835980266333,0.69%,NO,"[1278, 459, 1328, 483]"
2026-01-16T22:30:57.836596,scene_13,Custom_Model,Gun,0.006885051727294922,0.69%,NO,"[20, 743, 118, 786]"
2026-01-16T22:30:57.835938,scene_13,Standard_Model,Cell Phone,0.00671281386166811,0.67%,NO,"[370, 266, 409, 292]"
2026-01-16T22:30:57.836599,scene_13,Custom_Model,Gun,0.006607253570109606,0.66%,NO,"[923, 125, 1095, 283]"
2026-01-16T22:30:57.836603,scene_13,Custom_Model,Gun,0.006585078779608011,0.66%,NO,"[221, 674, 259, 709]"
2026-01-16T22:30:57.836606,scene_13,Custom_Model,Gun,0.006541777867823839,0.65%,NO,"[917, 745, 1123, 875]"
2026-01-16T22:30:57.835941,scene_13,Standard_Model,Scissors,0.006493614055216312,0.65%,NO,"[41, 731, 161, 776]"
2026-01-16T22:30:57.836609,scene_13,Custom_Model,Gun,0.00647795619443059,0.65%,NO,"[262, 665, 292, 689]"
2026-01-16T22:30:57.836612,scene_13,Custom_Model,Gun,0.006392617244273424,0.64%,NO,"[244, 665, 283, 692]"
2026-01-16T22:30:57.836616,scene_13,Custom_Model,Gun,0.006350862793624401,0.64%,NO,"[642, 63, 683, 98]"
2026-01-16T22:30:57.835945,scene_13,Standard_Model,Bottle,0.006230160593986511,0.62%,NO,"[458, 516, 494, 589]"
2026-01-16T22:30:57.836619,scene_13,Custom_Model,Gun,0.00621552299708128,0.62%,NO,"[152, 122, 312, 271]"
2026-01-16T22:30:57.836623,scene_13,Custom_Model,Gun,0.006194619461894035,0.62%,NO,"[898, 719, 1173, 996]"
2026-01-16T22:30:57.836626,scene_13,Custom_Model,Gun,0.00616387790068984,0.62%,NO,"[0, 625, 454, 957]"
2026-01-16T22:30:57.836634,scene_13,Custom_Model,Gun,0.006109604146331549,0.61%,NO,"[196, 209, 239, 242]"
2026-01-16T22:30:57.835948,scene_13,Standard_Model,Bottle,0.006038039457052946,0.60%,NO,"[268, 520, 299, 626]"
2026-01-16T22:30:57.836637,scene_13,Custom_Model,Gun,0.00600142776966095,0.60%,NO,"[1270, 309, 1294, 344]"
2026-01-16T22:30:57.836640,scene_13,Custom_Model,Gun,0.005992809776216745,0.60%,NO,"[177, 694, 347, 846]"
2026-01-16T22:30:57.836643,scene_13,Custom_Model,Gun,0.005873699206858873,0.59%,NO,"[553, 508, 766, 800]"
2026-01-16T22:30:57.836646,scene_13,Custom_Model,Gun,0.005865335930138826,0.59%,NO,"[422, 723, 441, 750]"
2026-01-16T22:30:57.836650,scene_13,Custom_Model,Gun,0.005724362563341856,0.57%,NO,"[0, 260, 36, 456]"
2026-01-16T22:30:57.836653,scene_13,Custom_Model,Gun,0.005462060682475567,0.55%,NO,"[1013, 36, 1448, 293]"
2026-01-16T22:30:57.836657,scene_13,Custom_Model,Gun,0.005355439148843288,0.54%,NO,"[899, 514, 1533, 874]"
2026-01-16T22:30:57.835952,scene_13,Standard_Model,Cell Phone,0.005346637684851885,0.53%,NO,"[1467, 470, 1507, 484]"
2026-01-16T22:30:57.835955,scene_13,Standard_Model,Scissors,0.005306991748511791,0.53%,NO,"[8, 720, 141, 752]"
2026-01-16T22:30:57.836660,scene_13,Custom_Model,Gun,0.0053003509528934956,0.53%,NO,"[200, 782, 230, 802]"
2026-01-16T22:30:57.835959,scene_13,Standard_Model,Knife,0.005291288252919912,0.53%,NO,"[266, 787, 469, 869]"
2026-01-16T22:30:57.836663,scene_13,Custom_Model,Gun,0.0052358428947627544,0.52%,NO,"[375, 897, 571, 1022]"
2026-01-16T22:30:57.836667,scene_13,Custom_Model,Gun,0.005202875472605228,0.52%,NO,"[14, 723, 77, 757]"
2026-01-16T22:30:57.836670,scene_13,Custom_Model,Gun,0.00514393812045455,0.51%,NO,"[623, 144, 717, 277]"
2026-01-16T22:30:57.836673,scene_13,Custom_Model,Gun,0.005140547174960375,0.51%,NO,"[998, 645, 1035, 669]"
2026-01-16T22:30:57.836676,scene_13,Custom_Model,Gun,0.005131936632096767,0.51%,NO,"[0, 80, 758, 491]"
2026-01-16T22:30:57.836679,scene_13,Custom_Model,Gun,0.005097655579447746,0.51%,NO,"[3, 739, 151, 821]"
2026-01-16T22:30:57.836682,scene_13,Custom_Model,Gun,0.005013418383896351,0.50%,NO,"[989, 645, 1128, 743]"
2026-01-16T22:30:57.836685,scene_13,Custom_Model,Gun,0.0049849627539515495,0.50%,NO,"[339, 193, 545, 377]"
2026-01-16T22:30:57.835963,scene_13,Standard_Model,Knife,0.004954255651682615,0.50%,NO,"[84, 685, 167, 705]"
2026-01-16T22:30:57.836688,scene_13,Custom_Model,Gun,0.004924199543893337,0.49%,NO,"[202, 543, 244, 672]"
2026-01-16T22:30:57.836692,scene_13,Custom_Model,Gun,0.004758536349982023,0.48%,NO,"[370, 243, 426, 296]"
2026-01-16T22:30:57.835966,scene_13,Standard_Model,Cell Phone,0.004700758960098028,0.47%,NO,"[139, 645, 185, 667]"
2026-01-16T22:30:57.836700,scene_13,Custom_Model,Gun,0.004662614781409502,0.47%,NO,"[234, 517, 280, 650]"
2026-01-16T22:30:57.836704,scene_13,Custom_Model,Gun,0.00461110845208168,0.46%,NO,"[40, 722, 76, 750]"
2026-01-16T22:30:57.836708,scene_13,Custom_Model,Gun,0.004600361455231905,0.46%,NO,"[786, 885, 839, 916]"
2026-01-16T22:30:57.835970,scene_13,Standard_Model,Cell Phone,0.004537488333880901,0.45%,NO,"[1353, 462, 1405, 490]"
2026-01-16T22:30:57.836711,scene_13,Custom_Model,Gun,0.004523091018199921,0.45%,NO,"[457, 742, 479, 763]"
2026-01-16T22:30:57.836714,scene_13,Custom_Model,Gun,0.0044775125570595264,0.45%,NO,"[1, 772, 98, 844]"
2026-01-16T22:30:57.835973,scene_13,Standard_Model,Wine Glass,0.004450694657862186,0.45%,NO,"[157, 200, 191, 296]"
2026-01-16T22:30:57.836718,scene_13,Custom_Model,Gun,0.004406733438372612,0.44%,NO,"[578, 233, 673, 383]"
2026-01-16T22:30:57.836721,scene_13,Custom_Model,Gun,0.0043630655854940414,0.44%,NO,"[181, 759, 215, 788]"
2026-01-16T22:30:57.836724,scene_13,Custom_Model,Gun,0.00433911569416523,0.43%,NO,"[930, 625, 1094, 856]"
2026-01-16T22:30:57.836728,scene_13,Custom_Model,Gun,0.00433392496779561,0.43%,NO,"[149, 645, 582, 1001]"
2026-01-16T22:30:57.836733,scene_13,Custom_Model,Gun,0.00426099356263876,0.43%,NO,"[396, 713, 433, 747]"
2026-01-16T22:30:57.836736,scene_13,Custom_Model,Gun,0.004250559024512768,0.43%,NO,"[0, 131, 304, 474]"
2026-01-16T22:30:57.836740,scene_13,Custom_Model,Gun,0.004215389955788851,0.42%,NO,"[559, 228, 604, 290]"
2026-01-16T22:30:57.835982,scene_13,Standard_Model,Backpack,0.00415981188416481,0.42%,NO,"[371, 73, 551, 128]"
2026-01-16T22:30:57.836743,scene_13,Custom_Model,Gun,0.0041165766306221485,0.41%,NO,"[525, 307, 593, 387]"
2026-01-16T22:30:57.836746,scene_13,Custom_Model,Gun,0.004109180066734552,0.41%,NO,"[187, 781, 216, 807]"
2026-01-16T22:30:57.836749,scene_13,Custom_Model,Gun,0.004106936510652304,0.41%,NO,"[251, 280, 342, 345]"
2026-01-16T22:30:57.835987,scene_13,Standard_Model,Cup,0.004078895319253206,0.41%,NO,"[0, 373, 20, 433]"
2026-01-16T22:30:57.836753,scene_13,Custom_Model,Gun,0.0040629152208566666,0.41%,NO,"[61, 0, 474, 196]"
2026-01-16T22:30:57.835991,scene_13,Standard_Model,Handbag,0.0040120878256857395,0.40%,NO,"[0, 239, 31, 369]"
2026-01-16T22:30:57.836756,scene_13,Custom_Model,Gun,0.004001176916062832,0.40%,NO,"[653, 134, 682, 165]"
2026-01-16T22:30:57.836759,scene_13,Custom_Model,Gun,0.003941988572478294,0.39%,NO,"[1344, 625, 1536, 917]"
2026-01-16T22:30:57.836762,scene_13,Custom_Model,Gun,0.003916861955076456,0.39%,NO,"[1201, 300, 1254, 346]"
2026-01-16T22:30:57.836765,scene_13,Custom_Model,Gun,0.0038843140937387943,0.39%,NO,"[273, 640, 295, 670]"
2026-01-16T22:30:57.835995,scene_13,Standard_Model,Bottle,0.0038186456076800823,0.38%,NO,"[493, 516, 550, 581]"
2026-01-16T22:30:57.835998,scene_13,Standard_Model,Bottle,0.0038102653343230486,0.38%,NO,"[231, 516, 262, 560]"
2026-01-16T22:30:57.836775,scene_13,Custom_Model,Gun,0.0038029097486287355,0.38%,NO,"[653, 397, 725, 436]"
2026-01-16T22:30:57.836778,scene_13,Custom_Model,Gun,0.0038023567758500576,0.38%,NO,"[283, 665, 316, 689]"
2026-01-16T22:30:57.836782,scene_13,Custom_Model,Gun,0.003793655661866069,0.38%,NO,"[80, 136, 273, 360]"
2026-01-16T22:30:57.836785,scene_13,Custom_Model,Gun,0.003785141045227647,0.38%,NO,"[350, 920, 381, 948]"
2026-01-16T22:30:57.836788,scene_13,Custom_Model,Gun,0.0035878154449164867,0.36%,NO,"[540, 686, 703, 967]"
2026-01-16T22:30:57.836792,scene_13,Custom_Model,Gun,0.0035597134847193956,0.36%,NO,"[506, 210, 603, 303]"
2026-01-16T22:30:57.836795,scene_13,Custom_Model,Gun,0.003502241801470518,0.35%,NO,"[431, 723, 462, 744]"
2026-01-16T22:30:57.836798,scene_13,Custom_Model,Gun,0.0034598112106323242,0.35%,NO,"[432, 733, 465, 762]"
2026-01-16T22:30:57.836801,scene_13,Custom_Model,Gun,0.003447985975071788,0.34%,NO,"[5, 781, 77, 821]"
